customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn
C01703,11,97.58,5896.06,Month-to-month,No,Credit card,0
C01704,37,47.28,3187.7,Two year,No,Mailed check,0
C01705,17,44.68,6447.78,One year,No,Credit card,0
C01706,14,60.9,5513.91,Month-to-month,No,Mailed check,0
C01707,24,26.25,449.66,Month-to-month,DSL,Bank transfer,0
C01708,14,56.44,3444.58,Month-to-month,DSL,Electronic check,0
C01709,47,100.27,3712.29,Month-to-month,No,Credit card,0
C01710,6,38.22,2807.08,Month-to-month,Fiber optic,Mailed check,0
C01711,51,28.61,889.57,Month-to-month,DSL,Mailed check,0
C01712,34,79.15,1725.78,Month-to-month,DSL,Electronic check,1
C01713,39,117.61,2960.58,Two year,DSL,Bank transfer,0
C01714,30,82.35,2772.79,Month-to-month,DSL,Credit card,0
C01715,35,49.44,3012.41,Two year,DSL,Mailed check,0
C01716,29,98.3,3116.81,Month-to-month,Fiber optic,Mailed check,1
C01717,54,113.36,3268.45,Two year,No,Credit card,0
C01718,53,95.3,5880.66,One year,DSL,Mailed check,0
C01719,29,101.11,2940.31,Month-to-month,No,Credit card,0
C01720,62,103.49,6112.45,Two year,Fiber optic,Bank transfer,0
C01721,36,99.4,3075.15,Month-to-month,DSL,Bank transfer,1
C01722,31,22.25,6066.12,Month-to-month,No,Mailed check,0
C01723,14,66.21,6320.51,One year,Fiber optic,Mailed check,0
C01724,15,32.82,4782.07,One year,Fiber optic,Electronic check,0
C01725,70,115.79,3568.71,Month-to-month,No,Mailed check,0
C01726,60,42.48,955.59,Two year,DSL,Electronic check,1
C01727,14,56.37,4209.81,Month-to-month,Fiber optic,Credit card,0
C01728,19,90.75,3315.54,Month-to-month,DSL,Bank transfer,1
C01729,68,30.86,4589.42,Two year,No,Credit card,0
C01730,56,27.39,5073.05,One year,Fiber optic,Electronic check,0
C01731,26,83.36,7080.29,One year,No,Bank transfer,0
C01732,66,111.84,2355.45,One year,Fiber optic,Mailed check,0
C01733,17,88.76,6327.76,One year,No,Mailed check,0
C01734,55,63.83,1288.64,One year,No,Mailed check,0
C01735,68,47.7,1103.28,One year,Fiber optic,Bank transfer,0
C01736,30,52.96,6097.1,Month-to-month,Fiber optic,Mailed check,1
C01737,64,107.3,6850.22,One year,No,Credit card,0
C01738,36,74.89,6545.68,Month-to-month,Fiber optic,Bank transfer,0
C01739,65,27.19,268.96,Month-to-month,No,Credit card,0
C01740,27,100.21,7557.59,Two year,Fiber optic,Electronic check,1
C01741,32,51.22,1028.29,One year,DSL,Mailed check,1
C01742,35,41.97,6713.49,Two year,No,Mailed check,0
C01743,47,63.85,4673.46,Month-to-month,No,Credit card,0
C01744,41,101.09,7197.51,One year,DSL,Mailed check,0
C01745,49,74.39,778.01,Month-to-month,DSL,Credit card,1
C01746,48,56.88,6854.51,One year,DSL,Mailed check,0
C01747,5,118.06,7592.34,Two year,DSL,Electronic check,0
C01748,49,116.44,3475.74,One year,Fiber optic,Credit card,0
C01749,66,21.68,6655.01,One year,DSL,Electronic check,0
C01750,25,52.54,1262.29,Month-to-month,DSL,Credit card,0
C01751,27,83.2,2104.7,Two year,No,Credit card,0
C01752,48,50.47,7866.91,One year,Fiber optic,Credit card,0
C01753,69,32.18,3613.27,Month-to-month,DSL,Electronic check,0
C01754,43,97.65,1789.74,Month-to-month,Fiber optic,Electronic check,0
C01755,46,104.7,7845.13,Month-to-month,DSL,Bank transfer,0
C01756,47,106.88,5124.49,Month-to-month,No,Credit card,0
C01757,22,85.81,3217.08,Two year,No,Electronic check,1
C01758,27,62.82,4697.54,Month-to-month,Fiber optic,Bank transfer,0
C01759,68,61.26,4019.28,Month-to-month,No,Electronic check,0
C01760,65,86.8,7459.71,Two year,Fiber optic,Electronic check,0
C01761,2,86.63,4834.7,Month-to-month,No,Bank transfer,0
C01762,5,58.06,7002.36,One year,No,Mailed check,0
C01763,27,83.68,7389.07,Month-to-month,Fiber optic,Credit card,0
C01764,4,91.18,4918.71,Month-to-month,No,Electronic check,0
C01765,18,38.86,2183.26,Month-to-month,DSL,Electronic check,0
C01766,4,37.39,898.13,Month-to-month,No,Mailed check,0
C01767,35,32.1,6196.89,Month-to-month,No,Bank transfer,0
C01768,13,99.58,7935.26,One year,Fiber optic,Electronic check,0
C01769,39,113.5,3208.32,One year,Fiber optic,Electronic check,0
C01770,67,23.08,967.63,Two year,Fiber optic,Electronic check,0
C01771,61,92.7,975.9,One year,Fiber optic,Bank transfer,1
C01772,69,95.9,2650.03,Month-to-month,Fiber optic,Credit card,0
C01773,34,104.01,2792.85,Two year,DSL,Mailed check,0
C01774,4,35.49,717.98,Two year,Fiber optic,Bank transfer,0
C01775,32,88.04,6200.41,Month-to-month,DSL,Electronic check,0
C01776,52,76.64,2191.45,Two year,No,Mailed check,1
C01777,11,109.77,6095.12,One year,No,Bank transfer,1
C01778,63,36.81,5323.07,One year,No,Credit card,0
C01779,50,61.88,2251.84,One year,DSL,Bank transfer,1
C01780,25,68.43,1766.44,One year,DSL,Credit card,1
C01781,42,59.19,4089.49,Month-to-month,DSL,Mailed check,0
C01782,9,24.0,1374.81,Month-to-month,DSL,Electronic check,0
C01783,21,72.25,194.93,One year,Fiber optic,Mailed check,0
C01784,21,115.86,1644.69,Month-to-month,Fiber optic,Mailed check,0
C01785,54,97.51,2861.44,Two year,Fiber optic,Credit card,1
C01786,48,68.99,4853.68,Two year,DSL,Bank transfer,0
C01787,1,30.03,348.62,Month-to-month,DSL,Bank transfer,0
C01788,2,82.19,5914.9,Month-to-month,Fiber optic,Credit card,1
C01789,45,89.0,7386.41,Month-to-month,No,Bank transfer,0
C01790,28,59.56,6150.74,Month-to-month,Fiber optic,Credit card,0
C01791,20,35.7,1798.0,Two year,Fiber optic,Bank transfer,0
C01792,26,60.19,7684.12,Month-to-month,No,Mailed check,0
C01793,28,114.45,4788.33,One year,Fiber optic,Electronic check,1
C01794,12,21.16,4741.1,Month-to-month,No,Bank transfer,0
C01795,40,108.86,7094.54,One year,Fiber optic,Credit card,0
C01796,23,54.03,5433.41,Month-to-month,Fiber optic,Mailed check,0
C01797,2,117.41,567.39,One year,No,Electronic check,0
C01798,59,52.51,5753.62,One year,DSL,Electronic check,0
C01799,41,116.15,1805.74,Month-to-month,No,Electronic check,0
C01800,43,20.46,1109.12,One year,Fiber optic,Bank transfer,0
C01801,26,48.1,1948.84,Two year,No,Bank transfer,0
C01802,28,86.46,6080.64,One year,DSL,Credit card,1
C01803,4,93.42,401.05,Month-to-month,DSL,Bank transfer,0
C01804,13,90.84,4604.03,Month-to-month,DSL,Electronic check,0
C01805,64,27.66,2162.6,One year,Fiber optic,Credit card,1
C01806,65,101.96,1809.35,One year,No,Bank transfer,0
C01807,3,84.93,5104.58,Two year,Fiber optic,Electronic check,1
C01808,37,48.44,2666.67,Two year,No,Credit card,0
C01809,64,66.39,769.73,Month-to-month,DSL,Mailed check,0
C01810,66,50.84,5031.22,Month-to-month,DSL,Mailed check,0
C01811,13,84.28,477.54,One year,No,Bank transfer,1
C01812,53,42.12,4192.07,Month-to-month,No,Electronic check,0
C01813,49,65.73,1411.45,Month-to-month,Fiber optic,Electronic check,1
C01814,41,24.39,1446.45,Month-to-month,No,Bank transfer,0
C01815,37,93.58,3452.5,Month-to-month,DSL,Electronic check,0
C01816,7,116.77,5043.11,Month-to-month,No,Electronic check,0
C01817,25,96.0,2222.9,Month-to-month,No,Bank transfer,0
C01818,38,101.26,4071.08,Month-to-month,DSL,Bank transfer,0
C01819,30,57.63,7679.63,One year,Fiber optic,Mailed check,0
C01820,63,59.05,6282.4,One year,Fiber optic,Credit card,0
C01821,60,33.15,6806.63,One year,No,Bank transfer,0
C01822,25,60.5,3667.5,One year,Fiber optic,Mailed check,1
C01823,33,38.12,3995.6,Two year,Fiber optic,Mailed check,0
C01824,14,96.42,1845.75,Month-to-month,Fiber optic,Mailed check,0
C01825,32,36.71,1685.29,Month-to-month,DSL,Electronic check,0
C01826,58,25.31,7422.82,Month-to-month,Fiber optic,Bank transfer,0
C01827,65,103.37,297.54,Month-to-month,Fiber optic,Mailed check,1
C01828,8,51.94,3241.42,One year,Fiber optic,Mailed check,0
C01829,38,111.86,750.86,Month-to-month,No,Credit card,0
C01830,43,114.73,4158.18,Two year,No,Credit card,0
C01831,22,84.42,3018.19,Two year,No,Bank transfer,0
C01832,37,113.51,1720.49,Month-to-month,No,Electronic check,1
C01833,28,108.71,7586.68,Two year,Fiber optic,Mailed check,0
C01834,31,65.55,2589.67,One year,DSL,Mailed check,0
C01835,28,62.69,2385.09,Month-to-month,No,Bank transfer,0
C01836,1,110.73,5250.82,Month-to-month,Fiber optic,Bank transfer,0
C01837,4,107.99,5652.62,Month-to-month,Fiber optic,Credit card,0
C01838,22,59.81,2481.78,Month-to-month,Fiber optic,Bank transfer,0
C01839,18,85.98,7860.41,Two year,Fiber optic,Credit card,1
C01840,25,44.38,1264.8,Month-to-month,Fiber optic,Credit card,0
C01841,16,73.4,2561.2,Month-to-month,Fiber optic,Bank transfer,0
C01842,7,21.87,6205.45,Month-to-month,No,Electronic check,0
C01843,65,39.84,2057.26,Month-to-month,DSL,Electronic check,0
C01844,49,47.95,7745.51,One year,No,Mailed check,0
C01845,32,36.07,5202.47,Two year,DSL,Electronic check,0
C01846,44,45.09,1370.98,Two year,Fiber optic,Mailed check,1
C01847,45,57.15,1183.12,Month-to-month,DSL,Mailed check,0
C01848,30,119.36,4262.89,Month-to-month,No,Bank transfer,1
C01849,22,92.79,3604.19,Two year,No,Credit card,0
C01850,21,56.09,7800.09,Two year,Fiber optic,Mailed check,0
C01851,51,74.88,1047.39,One year,Fiber optic,Credit card,0
C01852,18,71.39,535.64,Month-to-month,Fiber optic,Mailed check,0
C01853,23,90.27,4155.9,One year,No,Electronic check,0
C01854,59,30.34,1883.81,Month-to-month,Fiber optic,Mailed check,0
C01855,43,31.67,3479.68,One year,Fiber optic,Mailed check,0
C01856,40,66.2,4038.47,Month-to-month,No,Credit card,1
C01857,68,93.12,996.74,Month-to-month,DSL,Bank transfer,1
C01858,70,30.96,6491.92,Month-to-month,DSL,Bank transfer,0
C01859,43,117.21,2768.95,Month-to-month,No,Mailed check,1
C01860,65,37.1,1167.08,Month-to-month,No,Mailed check,0
C01861,67,25.26,1117.12,Month-to-month,No,Mailed check,1
C01862,22,62.31,2086.53,One year,No,Electronic check,1
C01863,20,27.12,6300.46,Two year,No,Bank transfer,1
C01864,56,49.65,2768.19,Month-to-month,No,Credit card,1
C01865,12,82.28,4625.27,One year,Fiber optic,Bank transfer,0
C01866,15,35.18,5789.68,Two year,Fiber optic,Mailed check,0
C01867,50,87.72,5925.67,Two year,DSL,Credit card,0
C01868,36,64.68,5988.12,Month-to-month,No,Mailed check,0
C01869,67,34.58,7507.58,Month-to-month,Fiber optic,Bank transfer,0
C01870,13,79.14,1461.6,Month-to-month,Fiber optic,Bank transfer,0
C01871,13,77.29,2457.01,Month-to-month,DSL,Credit card,0
C01872,52,115.58,5406.61,One year,Fiber optic,Mailed check,1
C01873,26,35.22,2373.85,One year,No,Mailed check,0
C01874,6,90.5,5279.63,Month-to-month,Fiber optic,Electronic check,1
C01875,66,61.32,1570.94,Month-to-month,Fiber optic,Electronic check,0
C01876,38,57.98,1620.62,One year,No,Credit card,0
C01877,26,90.98,1669.86,Month-to-month,DSL,Credit card,0
C01878,68,82.88,2632.31,One year,DSL,Bank transfer,1
C01879,60,77.21,5553.28,One year,No,Credit card,0
C01880,15,40.09,2041.98,Month-to-month,Fiber optic,Electronic check,1
C01881,45,47.53,4295.53,One year,No,Credit card,0
C01882,26,27.65,3906.18,Month-to-month,Fiber optic,Bank transfer,1
C01883,38,111.73,3175.94,One year,DSL,Electronic check,0
C01884,70,114.19,6874.58,Month-to-month,Fiber optic,Electronic check,0
C01885,67,45.29,3093.97,One year,Fiber optic,Credit card,0
C01886,58,70.48,7103.2,Month-to-month,DSL,Credit card,0
C01887,60,32.4,4346.49,One year,No,Mailed check,1
C01888,12,94.23,3367.67,Two year,Fiber optic,Electronic check,0
C01889,57,66.71,3072.78,One year,No,Mailed check,0
C01890,61,77.85,5749.43,One year,Fiber optic,Bank transfer,0
C01891,27,59.98,3896.72,Month-to-month,Fiber optic,Credit card,0
C01892,58,31.39,7734.55,Month-to-month,DSL,Electronic check,0
C01893,32,104.81,5574.0,Month-to-month,DSL,Credit card,1
C01894,36,111.14,2244.08,Two year,DSL,Electronic check,0
C01895,42,116.44,5380.71,Month-to-month,DSL,Electronic check,0
C01896,70,85.92,6704.24,Month-to-month,DSL,Electronic check,0
C01897,15,36.92,7821.78,One year,DSL,Mailed check,0
C01898,65,76.21,7773.03,Two year,DSL,Bank transfer,1
C01899,5,92.06,4690.99,Month-to-month,Fiber optic,Electronic check,0
C01900,4,36.84,7847.81,Month-to-month,Fiber optic,Bank transfer,0
C01901,2,85.91,6079.97,Month-to-month,No,Mailed check,0
C01902,71,111.73,7090.59,Month-to-month,Fiber optic,Mailed check,0
C01903,48,73.09,6891.73,Month-to-month,Fiber optic,Mailed check,0
C01904,27,114.62,5180.5,Month-to-month,Fiber optic,Electronic check,0
C01905,12,85.95,5562.58,One year,No,Bank transfer,1
C01906,70,26.0,7080.17,One year,No,Electronic check,1
C01907,20,67.51,2180.15,One year,No,Credit card,0
C01908,22,92.94,6578.19,Two year,Fiber optic,Credit card,0
C01909,35,100.68,5574.36,Month-to-month,No,Credit card,1
C01910,24,117.67,5338.47,One year,DSL,Mailed check,0
C01911,47,56.38,1329.36,Month-to-month,No,Bank transfer,0
C01912,35,67.82,6471.42,Month-to-month,DSL,Bank transfer,0
C01913,32,32.91,4431.78,Month-to-month,Fiber optic,Bank transfer,1
C01914,28,87.62,555.2,Month-to-month,No,Credit card,1
C01915,48,95.51,2984.62,Two year,No,Electronic check,1
C01916,16,117.51,3390.5,One year,No,Bank transfer,0
C01917,48,107.61,4704.21,Month-to-month,Fiber optic,Credit card,0
C01918,67,62.31,3106.91,One year,No,Credit card,1
C01919,64,106.75,4552.44,One year,No,Credit card,0
C01920,56,55.5,6126.14,Two year,No,Credit card,0
C01921,12,69.86,3609.09,Month-to-month,Fiber optic,Mailed check,0
C01922,9,51.71,6565.24,Month-to-month,No,Electronic check,1
C01923,19,83.59,5160.69,Two year,Fiber optic,Bank transfer,0
C01924,28,53.28,2428.42,Month-to-month,Fiber optic,Mailed check,0
C01925,63,106.24,7543.22,Month-to-month,Fiber optic,Mailed check,0
C01926,71,67.18,344.17,One year,DSL,Bank transfer,0
C01927,59,79.32,6187.29,One year,Fiber optic,Electronic check,0
C01928,10,83.5,4216.95,One year,Fiber optic,Electronic check,0
C01929,66,101.02,4828.5,Two year,No,Mailed check,0
C01930,41,83.56,6742.49,Two year,Fiber optic,Credit card,0
C01931,35,30.08,4004.72,Month-to-month,Fiber optic,Credit card,0
C01932,9,51.49,473.24,Two year,No,Credit card,1
C01933,25,67.39,6986.57,Month-to-month,DSL,Mailed check,0
C01934,4,92.64,6922.19,Month-to-month,Fiber optic,Mailed check,0
C01935,69,89.23,4507.73,Month-to-month,DSL,Bank transfer,0
C01936,3,33.6,3681.31,Month-to-month,No,Mailed check,0
C01937,22,75.37,2586.73,One year,DSL,Electronic check,0
C01938,69,72.14,6748.56,Month-to-month,Fiber optic,Credit card,1
C01939,41,114.31,4877.45,Month-to-month,Fiber optic,Credit card,0
C01940,14,75.85,5359.47,One year,No,Mailed check,0
C01941,23,29.8,1769.06,Two year,No,Credit card,0
C01942,57,118.15,3029.99,Month-to-month,DSL,Bank transfer,0
C01943,2,102.26,6687.74,One year,Fiber optic,Bank transfer,0
C01944,47,97.05,5215.74,Two year,No,Mailed check,0
C01945,44,56.23,4075.97,Month-to-month,No,Electronic check,0
C01946,10,32.44,5839.35,One year,DSL,Credit card,0
C01947,27,105.7,3936.79,One year,Fiber optic,Mailed check,0
C01948,45,91.27,5306.06,Month-to-month,No,Electronic check,0
C01949,56,78.89,1483.34,Two year,No,Electronic check,0
C01950,27,74.36,7361.88,Month-to-month,No,Mailed check,1
C01951,21,50.88,1088.27,Two year,No,Electronic check,0
C01952,41,50.31,438.53,One year,Fiber optic,Electronic check,0
C01953,6,38.31,5994.7,One year,No,Bank transfer,0
C01954,30,45.09,4573.11,One year,DSL,Credit card,0
C01955,22,61.51,5211.57,One year,DSL,Credit card,0
C01956,57,68.16,1499.51,Month-to-month,Fiber optic,Mailed check,0
C01957,45,82.1,5840.21,One year,Fiber optic,Bank transfer,0
C01958,59,66.5,4715.95,Month-to-month,DSL,Electronic check,1
C01959,14,58.13,5795.78,Month-to-month,Fiber optic,Credit card,1
C01960,15,60.15,555.47,Month-to-month,DSL,Electronic check,0
C01961,7,29.61,1237.44,One year,Fiber optic,Bank transfer,0
C01962,55,64.52,3570.6,Month-to-month,DSL,Credit card,0
C01963,49,78.19,1287.47,Month-to-month,Fiber optic,Electronic check,1
C01964,68,119.0,3779.57,Month-to-month,Fiber optic,Electronic check,1
C01965,53,23.81,5646.79,Month-to-month,Fiber optic,Electronic check,0
C01966,18,91.79,5356.66,Month-to-month,DSL,Bank transfer,0
C01967,37,50.63,7595.3,Month-to-month,Fiber optic,Bank transfer,0
C01968,21,59.2,6004.6,One year,DSL,Mailed check,0
C01969,2,22.22,5452.51,One year,Fiber optic,Bank transfer,0
C01970,38,48.58,4778.8,Two year,DSL,Mailed check,0
C01971,19,100.19,1757.4,Month-to-month,No,Mailed check,0
C01972,44,42.67,5401.97,Month-to-month,DSL,Credit card,1
C01973,26,112.32,5933.75,One year,No,Electronic check,0
C01974,26,34.45,3263.22,Month-to-month,DSL,Credit card,0
C01975,10,115.11,7637.92,One year,DSL,Bank transfer,0
C01976,57,56.62,6765.89,One year,Fiber optic,Credit card,0
C01977,61,106.37,7613.74,Two year,DSL,Mailed check,1
C01978,4,75.1,2832.28,One year,Fiber optic,Mailed check,0
C01979,1,93.12,3337.38,Month-to-month,Fiber optic,Mailed check,0
C01980,55,111.26,2252.91,One year,DSL,Mailed check,0
C01981,64,107.44,6116.33,Month-to-month,Fiber optic,Bank transfer,0
C01982,34,111.07,7541.61,One year,Fiber optic,Bank transfer,0
C01983,32,59.1,813.91,Month-to-month,DSL,Mailed check,0
C01984,25,26.06,780.08,Two year,Fiber optic,Bank transfer,0
C01985,16,72.63,5882.57,Two year,DSL,Mailed check,1
C01986,33,82.06,6685.28,Month-to-month,Fiber optic,Bank transfer,1
C01987,35,96.62,3404.14,Month-to-month,No,Credit card,0
C01988,23,84.55,4147.23,One year,DSL,Mailed check,0
C01989,8,65.09,6981.49,Month-to-month,Fiber optic,Bank transfer,0
C01990,66,67.61,7388.24,One year,Fiber optic,Mailed check,1
C01991,28,81.63,2321.89,Month-to-month,Fiber optic,Mailed check,0
C01992,26,45.59,5848.14,Month-to-month,No,Credit card,0
C01993,40,69.36,2470.88,Two year,DSL,Electronic check,0
C01994,10,116.88,5410.71,One year,No,Credit card,0
C01995,45,98.34,7452.38,One year,Fiber optic,Bank transfer,0
C01996,8,35.86,4622.83,Two year,Fiber optic,Electronic check,1
C01997,62,116.35,1688.33,One year,DSL,Credit card,0
C01998,38,104.3,1211.62,Month-to-month,Fiber optic,Credit card,0
C01999,9,80.05,2332.14,Month-to-month,No,Bank transfer,0
C02000,52,22.39,500.3,Month-to-month,No,Mailed check,0
